"age_group";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"60-69";"Dose Two";2022-02-03;6;26953;0.858791229176715
"60-69";"Dose Two";2022-02-04;6;26953;0.85901383890476
"60-69";"Dose Two";2022-02-07;4;26953;0.859162245390124
"60-69";"Dose Two";2022-02-08;2;26953;0.859236448632805
"60-69";"Dose Two";2022-02-09;2;26953;0.859310651875487
"60-69";"Dose Two";2022-02-10;5;26953;0.859496159982191
"60-69";"Dose Two";2022-02-11;4;26953;0.859644566467555
"60-69";"Dose Two";2022-02-12;2;26953;0.859718769710236
"60-69";"Dose Two";2022-02-14;3;26953;0.859830074574259
"60-69";"Dose Two";2022-02-15;4;26953;0.859978481059622
"60-69";"Dose Two";2022-02-17;5;26953;0.860163989166327
"60-69";"Dose Two";2022-02-18;4;26953;0.86031239565169
"60-69";"Dose Two";2022-02-21;5;26953;0.860497903758394
"60-69";"Dose Two";2022-02-23;3;26953;0.860609208622417
"60-69";"Dose Two";2022-02-24;6;26953;0.860831818350462
"60-69";"Dose Two";2022-02-25;2;26953;0.860906021593144
"60-69";"Dose Two";2022-02-26;1;26953;0.860943123214485
"60-69";"Dose Two";2022-02-28;1;26953;0.860980224835825
"60-69";"Dose Two";2022-03-01;2;26953;0.861054428078507
"60-69";"Dose Two";2022-03-04;3;26953;0.86116573294253
"60-69";"Dose Two";2022-03-07;1;26953;0.86120283456387
"60-69";"Dose Two";2022-03-08;1;26953;0.861239936185211
"60-69";"Dose Two";2022-03-15;1;26953;0.861277037806552
"60-69";"Dose Two";2022-03-16;1;26953;0.861314139427893
"60-69";"Dose Two";2022-03-18;1;26953;0.861351241049234
"60-69";"Dose Two";2022-03-21;1;26953;0.861388342670575
"60-69";"Dose Two";2022-03-23;1;26953;0.861425444291916
"60-69";"Dose Two";2022-03-29;1;26953;0.861462545913256
"60-69";"Dose Two";2022-03-30;1;26953;0.861499647534597
"60-69";"Dose Two";2022-03-31;1;26953;0.861536749155938
"60-69";"Dose Two";2022-04-02;1;26953;0.861573850777279
"60-69";"Dose Two";2022-04-08;2;26953;0.861648054019961
"60-69";"Dose Two";2022-04-09;1;26953;0.861685155641302
"60-69";"Dose Two";2022-04-20;1;26953;0.861722257262642
"60-69";"Dose Two";2022-04-22;1;26953;0.861759358883983
"60-69";"Dose Two";2022-04-28;2;26953;0.861833562126665
"60-69";"Dose Two";2022-05-05;1;26953;0.861870663748006
"60-69";"Dose Two";2022-05-06;2;26953;0.861944866990688
"60-69";"Dose Two";2022-05-17;1;26953;0.861981968612028
"60-69";"Dose Two";2022-05-18;1;26953;0.862019070233369
"60-69";"Dose Two";2022-05-25;2;26953;0.862093273476051
"60-69";"Dose Two";2022-06-09;1;26953;0.862130375097392
"60-69";"Dose Two";2022-06-13;1;26953;0.862167476718733
"60-69";"Dose Two";2022-06-14;1;26953;0.862204578340073
"60-69";"Dose Two";2022-06-21;1;26953;0.862241679961414
"60-69";"Dose Two";2022-06-27;1;26953;0.862278781582755
"60-69";"Dose Two";2022-06-28;1;26953;0.862315883204096
"60-69";"Dose Two";2022-06-30;1;26953;0.862352984825437
"60-69";"Dose Two";NA;3710;26953;1
"60-69";"Booster";2021-06-03;1;26953;3.71016213408526e-05
"60-69";"Booster";2021-06-21;1;26953;7.42032426817052e-05
"60-69";"Booster";2021-07-09;1;26953;0.000111304864022558
"60-69";"Booster";2021-09-10;5;26953;0.000296812970726821
"60-69";"Booster";2021-09-11;9;26953;0.000630727562794494
"60-69";"Booster";2021-09-12;8;26953;0.000927540533521315
"60-69";"Booster";2021-09-13;30;26953;0.00204058917374689
"60-69";"Booster";2021-09-14;50;26953;0.00389567024078952
"60-69";"Booster";2021-09-15;15;26953;0.00445219456090231
"60-69";"Booster";2021-09-16;29;26953;0.00552814157978704
"60-69";"Booster";2021-09-17;28;26953;0.00656698697733091
"60-69";"Booster";2021-09-20;24;26953;0.00745742588951137
"60-69";"Booster";2021-09-21;26;26953;0.00842206804437354
"60-69";"Booster";2021-09-22;25;26953;0.00934960857789485
"60-69";"Booster";2021-09-23;41;26953;0.0108707750528698
"60-69";"Booster";2021-09-24;20;26953;0.0116128074796869
"60-69";"Booster";2021-09-27;34;26953;0.0128742626052759
"60-69";"Booster";2021-09-28;50;26953;0.0147293436723185
"60-69";"Booster";2021-09-29;70;26953;0.0173264571661782
"60-69";"Booster";2021-09-30;86;26953;0.0205171966014915
"60-69";"Booster";2021-10-01;89;26953;0.0238192409008274
"60-69";"Booster";2021-10-02;1;26953;0.0238563425221682
"60-69";"Booster";2021-10-04;34;26953;0.0251177976477572
"60-69";"Booster";2021-10-05;112;26953;0.0292731792379327
"60-69";"Booster";2021-10-06;71;26953;0.0319073943531332
"60-69";"Booster";2021-10-07;48;26953;0.0336882721774942
"60-69";"Booster";2021-10-08;39;26953;0.0351352354097874
"60-69";"Booster";2021-10-09;1;26953;0.0351723370311283
"60-69";"Booster";2021-10-11;7;26953;0.0354320483805142
"60-69";"Booster";2021-10-13;43;26953;0.0370274180981709
"60-69";"Booster";2021-10-14;63;26953;0.0393648202426446
"60-69";"Booster";2021-10-15;36;26953;0.0407004786109153
"60-69";"Booster";2021-10-18;32;26953;0.0418877304938226
"60-69";"Booster";2021-10-19;43;26953;0.0434831002114792
"60-69";"Booster";2021-10-20;75;26953;0.0462657218120432
"60-69";"Booster";2021-10-21;111;26953;0.0503840017808778
"60-69";"Booster";2021-10-22;38;26953;0.0517938633918302
"60-69";"Booster";2021-10-25;18;26953;0.0524616925759656
"60-69";"Booster";2021-10-26;72;26953;0.055133009312507
"60-69";"Booster";2021-10-27;56;26953;0.0572107001075947
"60-69";"Booster";2021-10-28;47;26953;0.0589544763106148
"60-69";"Booster";2021-10-29;34;26953;0.0602159314362038
"60-69";"Booster";2021-11-02;35;26953;0.0615144881831336
"60-69";"Booster";2021-11-03;37;26953;0.0628872481727451
"60-69";"Booster";2021-11-04;62;26953;0.065187548695878
"60-69";"Booster";2021-11-05;35;26953;0.0664861054428078
"60-69";"Booster";2021-11-06;1;26953;0.0665232070641487
"60-69";"Booster";2021-11-08;23;26953;0.0673765443549883
"60-69";"Booster";2021-11-09;39;26953;0.0688235075872816
"60-69";"Booster";2021-11-10;39;26953;0.0702704708195748
"60-69";"Booster";2021-11-11;41;26953;0.0717916372945498
"60-69";"Booster";2021-11-12;42;26953;0.0733499053908656
"60-69";"Booster";2021-11-15;18;26953;0.0740177345750009
"60-69";"Booster";2021-11-16;35;26953;0.0753162913219308
"60-69";"Booster";2021-11-17;61;26953;0.0775794902237228
"60-69";"Booster";2021-11-18;59;26953;0.0797684858828331
"60-69";"Booster";2021-11-19;39;26953;0.0812154491151263
"60-69";"Booster";2021-11-20;1;26953;0.0812525507364672
"60-69";"Booster";2021-11-22;34;26953;0.0825140058620562
"60-69";"Booster";2021-11-23;66;26953;0.0849627128705524
"60-69";"Booster";2021-11-24;84;26953;0.0880792490631841
"60-69";"Booster";2021-11-25;98;26953;0.0917152079545876
"60-69";"Booster";2021-11-26;94;26953;0.0952027603606278
"60-69";"Booster";2021-11-27;10;26953;0.0955737765740363
"60-69";"Booster";2021-11-29;68;26953;0.0980966868252143
"60-69";"Booster";2021-11-30;143;26953;0.103402218676956
"60-69";"Booster";2021-12-01;173;26953;0.109820799168924
"60-69";"Booster";2021-12-02;546;26953;0.130078284421029
"60-69";"Booster";2021-12-03;732;26953;0.157236671242533
"60-69";"Booster";2021-12-04;509;26953;0.176121396505027
"60-69";"Booster";2021-12-05;401;26953;0.190999146662709
"60-69";"Booster";2021-12-06;293;26953;0.201869921715579
"60-69";"Booster";2021-12-07;521;26953;0.221199866434163
"60-69";"Booster";2021-12-08;281;26953;0.231625422030943
"60-69";"Booster";2021-12-09;882;26953;0.264349052053575
"60-69";"Booster";2021-12-10;852;26953;0.295959633435981
"60-69";"Booster";2021-12-11;462;26953;0.313100582495455
"60-69";"Booster";2021-12-12;332;26953;0.325418320780618
"60-69";"Booster";2021-12-13;820;26953;0.355841650280117
"60-69";"Booster";2021-12-14;949;26953;0.391051088932586
"60-69";"Booster";2021-12-15;947;26953;0.426186324342374
"60-69";"Booster";2021-12-16;1033;26953;0.464512299187474
"60-69";"Booster";2021-12-17;973;26953;0.500612176752124
"60-69";"Booster";2021-12-18;315;26953;0.512299187474493
"60-69";"Booster";2021-12-19;128;26953;0.517048195006122
"60-69";"Booster";2021-12-20;592;26953;0.539012354839907
"60-69";"Booster";2021-12-21;816;26953;0.569287277854042
"60-69";"Booster";2021-12-22;570;26953;0.590435202018328
"60-69";"Booster";2021-12-23;477;26953;0.608132675397915
"60-69";"Booster";2021-12-24;99;26953;0.611805735910659
"60-69";"Booster";2021-12-27;257;26953;0.621340852595258
"60-69";"Booster";2021-12-28;333;26953;0.633695692501762
"60-69";"Booster";2021-12-29;252;26953;0.643045301079657
"60-69";"Booster";2021-12-30;201;26953;0.650502726969169
"60-69";"Booster";2021-12-31;54;26953;0.652506214521575
"60-69";"Booster";2022-01-02;13;26953;0.652988535599006
"60-69";"Booster";2022-01-03;109;26953;0.657032612325159
"60-69";"Booster";2022-01-04;152;26953;0.662672058768968
"60-69";"Booster";2022-01-05;63;26953;0.665009460913442
"60-69";"Booster";2022-01-06;1;26953;0.665046562534783
"60-69";"Booster";2022-01-07;109;26953;0.669090639260936
"60-69";"Booster";2022-01-08;49;26953;0.670908618706637
"60-69";"Booster";2022-01-09;25;26953;0.671836159240159
"60-69";"Booster";2022-01-10;128;26953;0.676585166771788
"60-69";"Booster";2022-01-11;130;26953;0.681408377546099
"60-69";"Booster";2022-01-12;145;26953;0.686788112640522
"60-69";"Booster";2022-01-13;140;26953;0.691982339628242
"60-69";"Booster";2022-01-14;105;26953;0.695878009869031
"60-69";"Booster";2022-01-15;15;26953;0.696434534189144
"60-69";"Booster";2022-01-16;12;26953;0.696879753645234
"60-69";"Booster";2022-01-17;62;26953;0.699180054168367
"60-69";"Booster";2022-01-18;80;26953;0.702148183875635
"60-69";"Booster";2022-01-19;78;26953;0.705042110340222
"60-69";"Booster";2022-01-20;80;26953;0.70801024004749
"60-69";"Booster";2022-01-21;58;26953;0.71016213408526
"60-69";"Booster";2022-01-22;11;26953;0.710570251920009
"60-69";"Booster";2022-01-23;4;26953;0.710718658405372
"60-69";"Booster";2022-01-24;22;26953;0.711534894074871
"60-69";"Booster";2022-01-25;36;26953;0.712870552443142
"60-69";"Booster";2022-01-26;54;26953;0.714874039995548
"60-69";"Booster";2022-01-27;48;26953;0.716654917819909
"60-69";"Booster";2022-01-28;28;26953;0.717693763217453
"60-69";"Booster";2022-01-29;3;26953;0.717805068081475
"60-69";"Booster";2022-01-30;1;26953;0.717842169702816
"60-69";"Booster";2022-01-31;15;26953;0.718398694022929
"60-69";"Booster";2022-02-01;16;26953;0.718992319964382
"60-69";"Booster";2022-02-02;38;26953;0.720402181575335
"60-69";"Booster";2022-02-03;22;26953;0.721218417244834
"60-69";"Booster";2022-02-04;21;26953;0.721997551292991
"60-69";"Booster";2022-02-05;4;26953;0.722145957778355
"60-69";"Booster";2022-02-06;1;26953;0.722183059399696
"60-69";"Booster";2022-02-07;9;26953;0.722516973991763
"60-69";"Booster";2022-02-08;9;26953;0.722850888583831
"60-69";"Booster";2022-02-09;15;26953;0.723407412903944
"60-69";"Booster";2022-02-10;18;26953;0.724075242088079
"60-69";"Booster";2022-02-11;19;26953;0.724780172893555
"60-69";"Booster";2022-02-12;2;26953;0.724854376136237
"60-69";"Booster";2022-02-14;8;26953;0.725151189106964
"60-69";"Booster";2022-02-15;11;26953;0.725559306941713
"60-69";"Booster";2022-02-16;9;26953;0.725893221533781
"60-69";"Booster";2022-02-17;11;26953;0.72630133936853
"60-69";"Booster";2022-02-18;11;26953;0.72670945720328
"60-69";"Booster";2022-02-19;1;26953;0.726746558824621
"60-69";"Booster";2022-02-21;2;26953;0.726820762067302
"60-69";"Booster";2022-02-22;9;26953;0.72715467665937
"60-69";"Booster";2022-02-23;11;26953;0.727562794494119
"60-69";"Booster";2022-02-24;4;26953;0.727711200979483
"60-69";"Booster";2022-02-25;4;26953;0.727859607464846
"60-69";"Booster";2022-02-26;4;26953;0.72800801395021
"60-69";"Booster";2022-02-27;2;26953;0.728082217192891
"60-69";"Booster";2022-02-28;8;26953;0.728379030163618
"60-69";"Booster";2022-03-01;4;26953;0.728527436648982
"60-69";"Booster";2022-03-02;4;26953;0.728675843134345
"60-69";"Booster";2022-03-03;9;26953;0.729009757726413
"60-69";"Booster";2022-03-04;11;26953;0.729417875561162
"60-69";"Booster";2022-03-05;1;26953;0.729454977182503
"60-69";"Booster";2022-03-07;1;26953;0.729492078803844
"60-69";"Booster";2022-03-08;7;26953;0.72975179015323
"60-69";"Booster";2022-03-09;3;26953;0.729863095017252
"60-69";"Booster";2022-03-10;5;26953;0.730048603123956
"60-69";"Booster";2022-03-11;9;26953;0.730382517716024
"60-69";"Booster";2022-03-12;1;26953;0.730419619337365
"60-69";"Booster";2022-03-14;2;26953;0.730493822580047
"60-69";"Booster";2022-03-15;4;26953;0.73064222906541
"60-69";"Booster";2022-03-16;1;26953;0.730679330686751
"60-69";"Booster";2022-03-17;4;26953;0.730827737172114
"60-69";"Booster";2022-03-18;4;26953;0.730976143657478
"60-69";"Booster";2022-03-19;3;26953;0.7310874485215
"60-69";"Booster";2022-03-21;4;26953;0.731235855006864
"60-69";"Booster";2022-03-22;3;26953;0.731347159870886
"60-69";"Booster";2022-03-23;6;26953;0.731569769598931
"60-69";"Booster";2022-03-24;12;26953;0.732014989055022
"60-69";"Booster";2022-03-25;7;26953;0.732274700404408
"60-69";"Booster";2022-03-26;4;26953;0.732423106889771
"60-69";"Booster";2022-03-28;1;26953;0.732460208511112
"60-69";"Booster";2022-03-29;3;26953;0.732571513375134
"60-69";"Booster";2022-03-30;4;26953;0.732719919860498
"60-69";"Booster";2022-04-01;2;26953;0.73279412310318
"60-69";"Booster";2022-04-02;1;26953;0.73283122472452
"60-69";"Booster";2022-04-04;2;26953;0.732905427967202
"60-69";"Booster";2022-04-05;10;26953;0.733276444180611
"60-69";"Booster";2022-04-06;5;26953;0.733461952287315
"60-69";"Booster";2022-04-07;3;26953;0.733573257151337
"60-69";"Booster";2022-04-08;6;26953;0.733795866879383
"60-69";"Booster";2022-04-09;2;26953;0.733870070122064
"60-69";"Booster";2022-04-11;1;26953;0.733907171743405
"60-69";"Booster";2022-04-12;2;26953;0.733981374986087
"60-69";"Booster";2022-04-13;2;26953;0.734055578228769
"60-69";"Booster";2022-04-19;2;26953;0.73412978147145
"60-69";"Booster";2022-04-20;2;26953;0.734203984714132
"60-69";"Booster";2022-04-21;3;26953;0.734315289578155
"60-69";"Booster";2022-04-22;4;26953;0.734463696063518
"60-69";"Booster";2022-04-25;2;26953;0.7345378993062
"60-69";"Booster";2022-04-26;2;26953;0.734612102548881
"60-69";"Booster";2022-04-27;2;26953;0.734686305791563
"60-69";"Booster";2022-04-28;5;26953;0.734871813898267
"60-69";"Booster";2022-04-29;5;26953;0.735057322004972
"60-69";"Booster";2022-04-30;1;26953;0.735094423626312
"60-69";"Booster";2022-05-02;3;26953;0.735205728490335
"60-69";"Booster";2022-05-03;1;26953;0.735242830111676
"60-69";"Booster";2022-05-04;2;26953;0.735317033354358
"60-69";"Booster";2022-05-05;4;26953;0.735465439839721
"60-69";"Booster";2022-05-06;6;26953;0.735688049567766
"60-69";"Booster";2022-05-07;1;26953;0.735725151189107
"60-69";"Booster";2022-05-09;1;26953;0.735762252810448
"60-69";"Booster";2022-05-10;1;26953;0.735799354431789
"60-69";"Booster";2022-05-11;3;26953;0.735910659295811
"60-69";"Booster";2022-05-12;1;26953;0.735947760917152
"60-69";"Booster";2022-05-13;9;26953;0.73628167550922
"60-69";"Booster";2022-05-14;2;26953;0.736355878751901
"60-69";"Booster";2022-05-16;2;26953;0.736430081994583
"60-69";"Booster";2022-05-17;2;26953;0.736504285237265
"60-69";"Booster";2022-05-18;5;26953;0.736689793343969
"60-69";"Booster";2022-05-19;3;26953;0.736801098207992
"60-69";"Booster";2022-05-20;3;26953;0.736912403072014
"60-69";"Booster";2022-05-24;3;26953;0.737023707936037
"60-69";"Booster";2022-05-25;3;26953;0.737135012800059
"60-69";"Booster";2022-05-26;4;26953;0.737283419285423
"60-69";"Booster";2022-05-27;2;26953;0.737357622528104
"60-69";"Booster";2022-05-30;1;26953;0.737394724149445
"60-69";"Booster";2022-05-31;1;26953;0.737431825770786
"60-69";"Booster";2022-06-01;3;26953;0.737543130634809
"60-69";"Booster";2022-06-02;5;26953;0.737728638741513
"60-69";"Booster";2022-06-03;4;26953;0.737877045226876
"60-69";"Booster";2022-06-05;1;26953;0.737914146848217
"60-69";"Booster";2022-06-07;2;26953;0.737988350090899
"60-69";"Booster";2022-06-08;3;26953;0.738099654954922
"60-69";"Booster";2022-06-09;2;26953;0.738173858197603
"60-69";"Booster";2022-06-10;4;26953;0.738322264682967
"60-69";"Booster";2022-06-13;3;26953;0.738433569546989
"60-69";"Booster";2022-06-14;2;26953;0.738507772789671
"60-69";"Booster";2022-06-15;1;26953;0.738544874411012
"60-69";"Booster";2022-06-16;3;26953;0.738656179275034
"60-69";"Booster";2022-06-17;4;26953;0.738804585760398
"60-69";"Booster";2022-06-21;5;26953;0.738990093867102
"60-69";"Booster";2022-06-22;2;26953;0.739064297109784
"60-69";"Booster";2022-06-25;1;26953;0.739101398731125
"60-69";"Booster";2022-06-28;1;26953;0.739138500352465
"60-69";"Booster";2022-06-29;5;26953;0.73932400845917
"60-69";"Booster";2022-06-30;7;26953;0.739583719808556
"60-69";"Booster";NA;7019;26953;1
"70-79";"Dose One";2021-01-02;1;27628;3.6195164326046e-05
"70-79";"Dose One";2021-01-05;3;27628;0.000144780657304184
"70-79";"Dose One";2021-01-06;1;27628;0.00018097582163023
"70-79";"Dose One";2021-01-07;2;27628;0.000253366150282322
"70-79";"Dose One";2021-01-08;6;27628;0.000470537136238599
"70-79";"Dose One";2021-01-09;5;27628;0.000651512957868829
"70-79";"Dose One";2021-01-10;1;27628;0.000687708122194875
"70-79";"Dose One";2021-01-11;5;27628;0.000868683943825105
"70-79";"Dose One";2021-01-12;2;27628;0.000941074272477197
"70-79";"Dose One";2021-01-13;2;27628;0.00101346460112929
"70-79";"Dose One";2021-01-14;2;27628;0.00108585492978138
"70-79";"Dose One";2021-01-15;2;27628;0.00115824525843347
"70-79";"Dose One";2021-01-16;3;27628;0.00126683075141161
"70-79";"Dose One";2021-01-18;2;27628;0.0013392210800637
"70-79";"Dose One";2021-01-19;1;27628;0.00137541624438975
"70-79";"Dose One";2021-01-20;1;27628;0.0014116114087158
"70-79";"Dose One";2021-01-22;2;27628;0.00148400173736789
"70-79";"Dose One";2021-01-23;1;27628;0.00152019690169393
"70-79";"Dose One";2021-01-25;2;27628;0.00159258723034603
"70-79";"Dose One";2021-01-29;1;27628;0.00162878239467207
"70-79";"Dose One";2021-01-31;1;27628;0.00166497755899812
"70-79";"Dose One";2021-02-01;5;27628;0.00184595338062835
"70-79";"Dose One";2021-02-03;1;27628;0.00188214854495439
"70-79";"Dose One";2021-02-07;1;27628;0.00191834370928044
"70-79";"Dose One";2021-02-10;2;27628;0.00199073403793253
"70-79";"Dose One";2021-02-11;4;27628;0.00213551469523672
"70-79";"Dose One";2021-02-12;1;27628;0.00217170985956276
"70-79";"Dose One";2021-02-13;1;27628;0.00220790502388881
"70-79";"Dose One";2021-02-15;3;27628;0.00231649051686695
"70-79";"Dose One";2021-02-16;3;27628;0.00242507600984508
"70-79";"Dose One";2021-02-17;7;27628;0.00267844216012741
"70-79";"Dose One";2021-02-18;35;27628;0.00394527291153902
"70-79";"Dose One";2021-02-19;49;27628;0.00571883596351527
"70-79";"Dose One";2021-02-20;6;27628;0.00593600694947155
"70-79";"Dose One";2021-02-22;14;27628;0.0064427392500362
"70-79";"Dose One";2021-02-23;84;27628;0.00948313305342406
"70-79";"Dose One";2021-02-24;150;27628;0.014912407702331
"70-79";"Dose One";2021-02-25;137;27628;0.0198711452149993
"70-79";"Dose One";2021-02-26;107;27628;0.0237440277978862
"70-79";"Dose One";2021-02-27;6;27628;0.0239611987838425
"70-79";"Dose One";2021-03-01;15;27628;0.0245041262487332
"70-79";"Dose One";2021-03-02;71;27628;0.0270739829158824
"70-79";"Dose One";2021-03-03;107;27628;0.0309468654987694
"70-79";"Dose One";2021-03-04;89;27628;0.0341682351237875
"70-79";"Dose One";2021-03-05;62;27628;0.0364123353120023
"70-79";"Dose One";2021-03-06;3;27628;0.0365209208049805
"70-79";"Dose One";2021-03-08;14;27628;0.0370276531055451
"70-79";"Dose One";2021-03-09;32;27628;0.0381858983639786
"70-79";"Dose One";2021-03-10;39;27628;0.0395975097726944
"70-79";"Dose One";2021-03-11;39;27628;0.0410091211814102
"70-79";"Dose One";2021-03-12;24;27628;0.0418778051252353
"70-79";"Dose One";2021-03-15;6;27628;0.0420949761111915
"70-79";"Dose One";2021-03-16;14;27628;0.0426017084117562
"70-79";"Dose One";2021-03-17;35;27628;0.0438685391631678
"70-79";"Dose One";2021-03-18;61;27628;0.0460764441870566
"70-79";"Dose One";2021-03-19;71;27628;0.0486463008542059
"70-79";"Dose One";2021-03-22;102;27628;0.0523382076154626
"70-79";"Dose One";2021-03-23;109;27628;0.0562834805270016
"70-79";"Dose One";2021-03-24;185;27628;0.0629795859273201
"70-79";"Dose One";2021-03-25;222;27628;0.0710149124077023
"70-79";"Dose One";2021-03-26;156;27628;0.0766613580425655
"70-79";"Dose One";2021-03-29;150;27628;0.0820906326914724
"70-79";"Dose One";2021-03-30;278;27628;0.0921528883741132
"70-79";"Dose One";2021-03-31;285;27628;0.102468510207036
"70-79";"Dose One";2021-04-01;170;27628;0.108621688142464
"70-79";"Dose One";2021-04-02;13;27628;0.109092225278703
"70-79";"Dose One";2021-04-06;304;27628;0.120095555233821
"70-79";"Dose One";2021-04-07;1036;27628;0.157593745475604
"70-79";"Dose One";2021-04-08;1648;27628;0.217243376284928
"70-79";"Dose One";2021-04-09;1507;27628;0.27178948892428
