"vac_exposure_date";"vac_number";"cancer_diagnosis_time";"n"
2022-04-08;"Booster";"0";6
2022-04-08;"Booster";"1";5
2022-04-08;"Booster";"2";6
2022-04-08;"Booster";"3";1
2022-04-08;"Booster";"4";5
2022-04-09;"Dose Two";"0";1
2022-04-09;"Dose Two";"1";1
2022-04-09;"Booster";"0";2
2022-04-09;"Booster";"2";4
2022-04-09;"Booster";"3";2
2022-04-09;"Booster";"4";1
2022-04-10;"Booster";"1";1
2022-04-11;"Dose One";"2";1
2022-04-11;"Dose One";"3";1
2022-04-11;"Booster";"0";10
2022-04-11;"Booster";"1";2
2022-04-11;"Booster";"2";1
2022-04-11;"Booster";"3";1
2022-04-11;"Booster";"4";1
2022-04-12;"Dose Two";"0";1
2022-04-12;"Dose Two";"1";1
2022-04-12;"Dose Two";"3";1
2022-04-12;"Booster";"0";4
2022-04-12;"Booster";"1";1
2022-04-12;"Booster";"2";1
2022-04-12;"Booster";"3";2
2022-04-12;"Booster";"4";1
2022-04-13;"Dose Two";"0";2
2022-04-13;"Dose Two";"1";1
2022-04-13;"Dose Two";"3";1
2022-04-13;"Booster";"0";3
2022-04-13;"Booster";"1";3
2022-04-13;"Booster";"2";1
2022-04-13;"Booster";"3";1
2022-04-14;"Dose Two";"0";1
2022-04-14;"Booster";"0";4
2022-04-14;"Booster";"2";1
2022-04-19;"Dose One";"0";1
2022-04-19;"Dose Two";"0";2
2022-04-19;"Dose Two";"4";1
2022-04-19;"Booster";"0";3
2022-04-19;"Booster";"1";4
2022-04-19;"Booster";"2";2
2022-04-19;"Booster";"3";1
2022-04-19;"Booster";"4";2
2022-04-20;"Dose Two";"0";1
2022-04-20;"Dose Two";"1";1
2022-04-20;"Dose Two";"2";2
2022-04-20;"Booster";"0";2
2022-04-20;"Booster";"1";3
2022-04-20;"Booster";"2";3
2022-04-20;"Booster";"3";3
2022-04-20;"Booster";"4";6
2022-04-21;"Dose One";"4";1
2022-04-21;"Dose Two";"1";1
2022-04-21;"Dose Two";"2";1
2022-04-21;"Booster";"0";3
2022-04-21;"Booster";"1";5
2022-04-21;"Booster";"2";3
2022-04-21;"Booster";"3";1
2022-04-21;"Booster";"4";2
2022-04-22;"Dose Two";"0";1
2022-04-22;"Dose Two";"1";1
2022-04-22;"Dose Two";"4";2
2022-04-22;"Booster";"0";2
2022-04-22;"Booster";"1";4
2022-04-22;"Booster";"3";6
2022-04-22;"Booster";"4";4
2022-04-23;"Booster";"1";2
2022-04-23;"Booster";"3";1
2022-04-24;"Booster";"2";1
2022-04-24;"Booster";"3";1
2022-04-25;"Dose Two";"2";1
2022-04-25;"Dose Two";"3";1
2022-04-25;"Dose Two";"4";1
2022-04-25;"Booster";"0";2
2022-04-25;"Booster";"1";2
2022-04-25;"Booster";"2";3
2022-04-25;"Booster";"3";2
2022-04-25;"Booster";"4";1
2022-04-26;"Dose One";"3";1
2022-04-26;"Dose Two";"0";1
2022-04-26;"Dose Two";"1";1
2022-04-26;"Booster";"0";5
2022-04-26;"Booster";"1";7
2022-04-26;"Booster";"2";4
2022-04-26;"Booster";"3";2
2022-04-26;"Booster";"4";1
2022-04-27;"Booster";"0";3
2022-04-27;"Booster";"1";2
2022-04-27;"Booster";"2";3
2022-04-27;"Booster";"3";2
2022-04-28;"Dose Two";"0";3
2022-04-28;"Dose Two";"1";1
2022-04-28;"Dose Two";"4";1
2022-04-28;"Booster";"0";1
2022-04-28;"Booster";"1";5
2022-04-28;"Booster";"2";4
2022-04-28;"Booster";"3";3
2022-04-28;"Booster";"4";4
2022-04-29;"Dose Two";"0";1
2022-04-29;"Dose Two";"1";1
2022-04-29;"Booster";"0";8
2022-04-29;"Booster";"1";3
2022-04-29;"Booster";"2";5
2022-04-29;"Booster";"3";5
2022-04-29;"Booster";"4";3
2022-04-30;"Booster";"1";1
2022-04-30;"Booster";"4";1
2022-05-01;"Booster";"2";1
2022-05-02;"Dose Two";"0";1
2022-05-02;"Dose Two";"1";1
2022-05-02;"Booster";"0";1
2022-05-02;"Booster";"1";1
2022-05-02;"Booster";"2";4
2022-05-02;"Booster";"3";3
2022-05-03;"Dose One";"1";1
2022-05-03;"Dose Two";"0";1
2022-05-03;"Dose Two";"2";1
2022-05-03;"Booster";"0";3
2022-05-03;"Booster";"1";4
2022-05-03;"Booster";"2";2
2022-05-03;"Booster";"3";1
2022-05-04;"Dose Two";"3";1
2022-05-04;"Booster";"0";3
2022-05-04;"Booster";"1";3
2022-05-04;"Booster";"2";2
2022-05-04;"Booster";"3";2
2022-05-05;"Dose Two";"0";1
2022-05-05;"Dose Two";"1";1
2022-05-05;"Booster";"0";3
2022-05-05;"Booster";"1";4
2022-05-05;"Booster";"2";2
2022-05-05;"Booster";"3";1
2022-05-05;"Booster";"4";2
2022-05-06;"Dose Two";"0";1
2022-05-06;"Dose Two";"1";1
2022-05-06;"Dose Two";"2";1
2022-05-06;"Booster";"1";9
2022-05-06;"Booster";"2";9
2022-05-06;"Booster";"3";6
2022-05-06;"Booster";"4";4
2022-05-07;"Booster";"0";1
2022-05-07;"Booster";"2";1
2022-05-07;"Booster";"4";2
2022-05-08;"Booster";"0";2
2022-05-09;"Dose Two";"0";1
2022-05-09;"Dose Two";"1";1
2022-05-09;"Booster";"0";2
2022-05-09;"Booster";"1";1
2022-05-09;"Booster";"2";1
2022-05-09;"Booster";"3";1
2022-05-09;"Booster";"4";1
2022-05-10;"Dose One";"0";1
2022-05-10;"Dose Two";"3";1
2022-05-10;"Dose Two";"4";1
2022-05-10;"Booster";"0";4
2022-05-10;"Booster";"1";7
2022-05-10;"Booster";"2";2
2022-05-10;"Booster";"3";2
2022-05-10;"Booster";"4";3
2022-05-11;"Dose Two";"0";1
2022-05-11;"Booster";"0";1
2022-05-11;"Booster";"1";1
2022-05-11;"Booster";"2";3
2022-05-11;"Booster";"3";4
2022-05-11;"Booster";"4";2
2022-05-12;"Dose One";"4";1
2022-05-12;"Dose Two";"1";1
2022-05-12;"Dose Two";"3";1
2022-05-12;"Booster";"0";7
2022-05-12;"Booster";"1";2
2022-05-12;"Booster";"2";1
2022-05-12;"Booster";"3";1
2022-05-12;"Booster";"4";2
2022-05-13;"Dose Two";"0";2
2022-05-13;"Dose Two";"1";1
2022-05-13;"Booster";"0";12
2022-05-13;"Booster";"1";8
2022-05-13;"Booster";"2";3
2022-05-13;"Booster";"3";1
2022-05-13;"Booster";"4";7
2022-05-14;"Booster";"0";2
2022-05-14;"Booster";"1";1
2022-05-14;"Booster";"2";2
2022-05-14;"Booster";"3";2
2022-05-15;"Booster";"0";1
2022-05-15;"Booster";"3";1
2022-05-16;"Dose One";"4";1
2022-05-16;"Dose Two";"0";1
2022-05-16;"Booster";"0";2
2022-05-16;"Booster";"1";1
2022-05-16;"Booster";"2";3
2022-05-16;"Booster";"3";3
2022-05-16;"Booster";"4";5
2022-05-17;"Dose One";"2";1
2022-05-17;"Dose Two";"0";2
2022-05-17;"Dose Two";"2";1
2022-05-17;"Booster";"0";4
2022-05-17;"Booster";"1";2
2022-05-17;"Booster";"2";2
2022-05-17;"Booster";"3";3
2022-05-17;"Booster";"4";1
2022-05-18;"Dose One";"2";1
2022-05-18;"Dose Two";"2";1
2022-05-18;"Booster";"0";3
2022-05-18;"Booster";"1";1
2022-05-18;"Booster";"2";2
2022-05-18;"Booster";"3";4
2022-05-18;"Booster";"4";2
2022-05-19;"Dose One";"0";1
2022-05-19;"Dose Two";"0";1
2022-05-19;"Booster";"0";8
2022-05-19;"Booster";"1";4
2022-05-19;"Booster";"2";3
2022-05-19;"Booster";"3";4
2022-05-19;"Booster";"4";3
2022-05-20;"Dose One";"1";1
2022-05-20;"Dose Two";"0";1
2022-05-20;"Dose Two";"3";1
2022-05-20;"Booster";"0";6
2022-05-20;"Booster";"1";6
2022-05-20;"Booster";"2";1
2022-05-20;"Booster";"3";4
2022-05-20;"Booster";"4";3
2022-05-21;"Booster";"0";1
2022-05-21;"Booster";"1";1
2022-05-21;"Booster";"2";1
2022-05-21;"Booster";"3";3
2022-05-22;"Dose Two";"2";1
2022-05-22;"Booster";"0";1
2022-05-22;"Booster";"1";1
2022-05-22;"Booster";"4";1
2022-05-23;"Booster";"0";1
2022-05-23;"Booster";"1";2
2022-05-23;"Booster";"2";1
2022-05-23;"Booster";"3";1
2022-05-23;"Booster";"4";3
2022-05-24;"Dose Two";"4";1
2022-05-24;"Booster";"0";11
2022-05-24;"Booster";"1";2
2022-05-24;"Booster";"2";1
2022-05-24;"Booster";"4";5
2022-05-25;"Dose Two";"0";1
2022-05-25;"Dose Two";"3";1
2022-05-25;"Dose Two";"4";1
2022-05-25;"Booster";"1";1
2022-05-25;"Booster";"2";6
2022-05-25;"Booster";"3";3
2022-05-25;"Booster";"4";4
2022-05-26;"Dose One";"2";1
2022-05-26;"Dose Two";"0";1
2022-05-26;"Booster";"0";5
2022-05-26;"Booster";"1";7
2022-05-26;"Booster";"2";4
2022-05-26;"Booster";"3";5
2022-05-26;"Booster";"4";2
2022-05-27;"Dose One";"2";1
2022-05-27;"Booster";"0";2
2022-05-27;"Booster";"1";4
2022-05-27;"Booster";"2";4
2022-05-27;"Booster";"3";3
2022-05-28;"Booster";"0";4
2022-05-28;"Booster";"2";2
2022-05-29;"Booster";"4";1
2022-05-30;"Booster";"0";3
2022-05-30;"Booster";"1";3
2022-05-30;"Booster";"2";1
2022-05-31;"Dose Two";"0";1
2022-05-31;"Booster";"0";2
2022-05-31;"Booster";"1";3
2022-05-31;"Booster";"2";1
2022-05-31;"Booster";"3";2
2022-05-31;"Booster";"4";3
2022-06-01;"Booster";"0";1
2022-06-01;"Booster";"1";4
2022-06-01;"Booster";"2";3
2022-06-01;"Booster";"3";3
2022-06-01;"Booster";"4";2
2022-06-02;"Dose One";"0";1
2022-06-02;"Dose Two";"1";1
2022-06-02;"Booster";"0";8
2022-06-02;"Booster";"1";4
2022-06-02;"Booster";"2";5
2022-06-02;"Booster";"3";2
2022-06-03;"Dose Two";"1";1
2022-06-03;"Dose Two";"3";1
2022-06-03;"Dose Two";"4";2
2022-06-03;"Booster";"0";3
2022-06-03;"Booster";"1";5
2022-06-03;"Booster";"2";6
2022-06-03;"Booster";"3";1
2022-06-03;"Booster";"4";6
2022-06-04;"Booster";"1";1
2022-06-04;"Booster";"2";1
2022-06-04;"Booster";"4";1
2022-06-05;"Booster";"2";1
2022-06-05;"Booster";"4";1
2022-06-07;"Dose One";"4";1
2022-06-07;"Booster";"0";3
2022-06-07;"Booster";"1";2
2022-06-07;"Booster";"2";3
2022-06-07;"Booster";"3";1
2022-06-07;"Booster";"4";3
2022-06-08;"Dose Two";"1";1
2022-06-08;"Booster";"0";3
2022-06-08;"Booster";"1";3
2022-06-08;"Booster";"2";2
2022-06-08;"Booster";"3";4
2022-06-08;"Booster";"4";2
2022-06-09;"Dose Two";"0";1
2022-06-09;"Dose Two";"2";1
2022-06-09;"Dose Two";"4";1
2022-06-09;"Booster";"0";1
2022-06-09;"Booster";"1";4
2022-06-09;"Booster";"2";2
2022-06-09;"Booster";"3";5
2022-06-09;"Booster";"4";3
2022-06-10;"Booster";"0";3
2022-06-10;"Booster";"1";3
2022-06-10;"Booster";"2";4
2022-06-10;"Booster";"3";5
2022-06-10;"Booster";"4";6
2022-06-11;"Booster";"2";3
2022-06-11;"Booster";"3";1
2022-06-12;"Booster";"2";1
2022-06-13;"Dose Two";"2";1
2022-06-13;"Dose Two";"4";1
2022-06-13;"Booster";"0";3
2022-06-13;"Booster";"2";1
2022-06-13;"Booster";"3";2
2022-06-13;"Booster";"4";1
2022-06-14;"Dose Two";"0";1
2022-06-14;"Dose Two";"2";1
2022-06-14;"Booster";"0";5
2022-06-14;"Booster";"1";5
2022-06-14;"Booster";"2";3
2022-06-14;"Booster";"3";1
2022-06-14;"Booster";"4";1
2022-06-15;"Dose Two";"0";1
2022-06-15;"Booster";"0";9
2022-06-15;"Booster";"1";6
2022-06-15;"Booster";"2";1
2022-06-15;"Booster";"3";3
2022-06-15;"Booster";"4";3
2022-06-16;"Dose One";"0";1
2022-06-16;"Dose One";"4";1
2022-06-16;"Dose Two";"2";1
2022-06-16;"Booster";"0";4
2022-06-16;"Booster";"1";3
2022-06-16;"Booster";"2";2
2022-06-16;"Booster";"3";4
2022-06-16;"Booster";"4";2
2022-06-17;"Dose One";"0";2
2022-06-17;"Dose One";"2";1
2022-06-17;"Booster";"0";1
2022-06-17;"Booster";"1";6
2022-06-17;"Booster";"2";3
2022-06-17;"Booster";"3";5
2022-06-17;"Booster";"4";4
2022-06-18;"Dose Two";"0";1
2022-06-18;"Dose Two";"1";1
2022-06-18;"Booster";"2";1
2022-06-18;"Booster";"3";2
2022-06-18;"Booster";"4";1
2022-06-19;"Booster";"0";1
2022-06-20;"Booster";"0";3
2022-06-20;"Booster";"1";2
2022-06-20;"Booster";"2";1
2022-06-20;"Booster";"3";2
2022-06-21;"Dose Two";"1";1
2022-06-21;"Dose Two";"2";1
2022-06-21;"Dose Two";"3";1
2022-06-21;"Booster";"0";8
2022-06-21;"Booster";"1";2
2022-06-21;"Booster";"2";3
2022-06-21;"Booster";"3";5
2022-06-21;"Booster";"4";3
2022-06-22;"Dose Two";"0";1
2022-06-22;"Booster";"0";2
2022-06-22;"Booster";"1";5
2022-06-22;"Booster";"2";1
2022-06-22;"Booster";"3";1
2022-06-22;"Booster";"4";3
2022-06-23;"Dose Two";"3";1
2022-06-23;"Booster";"0";2
2022-06-23;"Booster";"1";2
2022-06-23;"Booster";"3";2
2022-06-23;"Booster";"4";3
2022-06-24;"Dose Two";"0";1
2022-06-25;"Booster";"0";3
2022-06-25;"Booster";"2";2
2022-06-25;"Booster";"4";3
2022-06-26;"Booster";"0";1
2022-06-26;"Booster";"2";1
2022-06-26;"Booster";"4";1
2022-06-27;"Dose Two";"4";1
2022-06-27;"Booster";"0";5
2022-06-27;"Booster";"1";3
2022-06-27;"Booster";"2";1
2022-06-27;"Booster";"3";1
2022-06-27;"Booster";"4";1
2022-06-28;"Dose Two";"0";1
2022-06-28;"Dose Two";"3";1
2022-06-28;"Dose Two";"4";3
2022-06-28;"Booster";"0";2
2022-06-28;"Booster";"1";3
2022-06-28;"Booster";"2";4
2022-06-28;"Booster";"3";2
2022-06-28;"Booster";"4";3
2022-06-29;"Dose One";"0";1
2022-06-29;"Dose Two";"0";1
2022-06-29;"Booster";"0";5
2022-06-29;"Booster";"1";3
2022-06-29;"Booster";"2";7
2022-06-29;"Booster";"3";5
2022-06-29;"Booster";"4";2
2022-06-30;"Dose Two";"0";1
2022-06-30;"Dose Two";"1";1
2022-06-30;"Dose Two";"4";2
2022-06-30;"Booster";"0";5
2022-06-30;"Booster";"1";5
2022-06-30;"Booster";"2";9
2022-06-30;"Booster";"3";2
2022-06-30;"Booster";"4";7
